order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
2255,1350,263,2024-04-06 00:00:00,Apt 322,Apt 1294,953.15,4.67
3601,6446,814,2024-04-06 00:00:00,Apt 706,Room 1015,123.26,2.34
5595,5427,397,2024-04-06 00:00:00,Apt 1223,Suite 1,3978.62,1.51
8693,7966,703,2024-04-06 00:00:00,Apt 1329,PO Box 17140,669.29,2.84
5260,3023,589,2024-04-06 00:00:00,PO Box 57916,2nd Floor,2936.98,2.33
5041,2080,266,2024-04-06 00:00:00,PO Box 83369,Room 764,537.99,3.14
9528,8087,684,2024-04-06 00:00:00,10th Floor,Apt 1736,730.01,1.37
3752,1158,939,2024-04-06 00:00:00,Room 635,Suite 90,2656.09,0.73
4355,4009,980,2024-04-06 00:00:00,PO Box 31123,PO Box 81462,3067.85,4.49
7424,8863,120,2024-04-06 00:00:00,Suite 35,Apt 1304,4066.63,2.36
5203,3931,912,2024-04-06 00:00:00,Suite 49,Suite 53,4760.68,0.24
7609,3098,129,2024-04-06 00:00:00,Suite 59,PO Box 66587,1998.76,2.14
9754,2671,405,2024-04-06 00:00:00,Room 996,Room 124,3186.26,1.91
5637,7548,651,2024-04-06 00:00:00,13th Floor,Room 324,3647.1,1.1
9428,5701,363,2024-04-06 00:00:00,20th Floor,19th Floor,2636.76,1.01
8911,8904,290,2024-04-06 00:00:00,5th Floor,Room 742,1154.99,2.52
7399,5074,934,2024-04-06 00:00:00,Suite 2,1st Floor,599.23,1.11
5069,3860,154,2024-04-06 00:00:00,14th Floor,Suite 81,3178.9,2.83
3337,3110,193,2024-04-06 00:00:00,Suite 52,Room 1447,1713.32,2.88
3504,7697,647,2024-04-06 00:00:00,PO Box 10885,Room 967,1408.72,3.0
1806,2438,954,2024-04-06 00:00:00,PO Box 11574,PO Box 1389,4003.89,1.4
1916,1361,430,2024-04-06 00:00:00,PO Box 19439,7th Floor,3458.92,3.08
4974,6000,204,2024-04-06 00:00:00,Suite 28,Suite 65,1922.06,2.41
9313,5728,518,2024-04-06 00:00:00,Room 18,Suite 6,2882.82,4.78
7924,7830,767,2024-04-06 00:00:00,PO Box 84327,Suite 31,2420.29,1.79
2676,1277,373,2024-04-06 00:00:00,14th Floor,Room 661,2074.47,2.31
7115,7603,167,2024-04-06 00:00:00,PO Box 41777,Apt 1776,4480.69,1.07
3311,5012,729,2024-04-06 00:00:00,PO Box 14122,18th Floor,4730.34,3.18
1570,9323,860,2024-04-06 00:00:00,Room 729,Apt 241,4427.64,0.66
2394,9135,271,2024-04-06 00:00:00,Room 191,Apt 1152,512.84,3.34
5292,3263,474,2024-04-06 00:00:00,PO Box 21770,Room 1995,2782.38,0.05
5361,7169,243,2024-04-06 00:00:00,Apt 1566,Apt 1027,1463.53,1.0
9246,6282,514,2024-04-06 00:00:00,PO Box 16709,Suite 22,747.26,4.14
3837,6237,264,2024-04-06 00:00:00,15th Floor,PO Box 80289,4854.41,4.51
8494,6290,288,2024-04-06 00:00:00,Suite 54,Room 1840,222.92,4.32
4522,7868,721,2024-04-06 00:00:00,Room 924,PO Box 24409,4824.23,2.75
3435,3530,996,2024-04-06 00:00:00,Apt 1485,Room 1253,150.14,1.47
9480,4190,768,2024-04-06 00:00:00,Room 1326,Suite 2,4809.41,3.31
3727,1766,300,2024-04-06 00:00:00,Apt 1212,PO Box 69372,4975.23,4.29
7895,3545,613,2024-04-06 00:00:00,Suite 26,Room 1795,824.54,2.04
4565,5370,680,2024-04-06 00:00:00,Apt 1867,16th Floor,1776.18,0.13
2802,5719,170,2024-04-06 00:00:00,Apt 609,Room 1796,2288.4,3.72
8063,5118,656,2024-04-06 00:00:00,Suite 17,PO Box 80764,3287.69,4.56
4529,6540,904,2024-04-06 00:00:00,Suite 3,Suite 78,244.64,4.5
1427,4987,785,2024-04-06 00:00:00,Suite 13,17th Floor,933.45,0.04
8776,6785,517,2024-04-06 00:00:00,Room 1060,PO Box 24342,4770.14,2.31
4774,3288,317,2024-04-06 00:00:00,Apt 1172,Room 255,414.87,0.98
9976,6079,354,2024-04-06 00:00:00,PO Box 6883,Apt 360,275.73,3.86
7509,4015,645,2024-04-06 00:00:00,Room 1760,15th Floor,1879.31,1.71
2716,9471,798,2024-04-06 00:00:00,Apt 1438,16th Floor,1072.77,2.06
1479,5903,896,2024-04-06 00:00:00,Suite 70,Suite 93,4898.56,0.05
1262,1432,454,2024-04-06 00:00:00,Room 1539,Room 1148,4598.14,2.55
7665,5228,864,2024-04-06 00:00:00,14th Floor,Suite 7,3994.93,1.76
1343,4676,884,2024-04-06 00:00:00,Suite 76,PO Box 82398,4870.93,3.66
2396,3476,981,2024-04-06 00:00:00,Room 1500,3rd Floor,2494.74,3.76
4759,3863,973,2024-04-06 00:00:00,8th Floor,PO Box 15797,4539.41,3.93
7091,5720,621,2024-04-06 00:00:00,Apt 829,4th Floor,3780.64,2.61
9619,6063,165,2024-04-06 00:00:00,Suite 67,Room 311,2789.81,3.46
3623,5920,892,2024-04-06 00:00:00,Suite 57,Suite 62,3170.4,4.82
9705,9974,245,2024-04-06 00:00:00,Suite 68,Apt 1592,935.51,4.7
6187,9758,968,2024-04-06 00:00:00,PO Box 56503,Suite 46,1760.6,0.21
1977,5799,130,2024-04-06 00:00:00,19th Floor,PO Box 63293,3489.84,1.22
4191,8750,771,2024-04-06 00:00:00,Room 1809,Suite 57,1020.16,4.79
8110,5815,720,2024-04-06 00:00:00,Suite 41,Suite 31,1319.74,0.14
4198,8353,954,2024-04-06 00:00:00,Room 1386,Room 1199,1068.88,4.9
1106,5734,617,2024-04-06 00:00:00,Room 1611,PO Box 98773,4813.8,0.48
6298,3188,940,2024-04-06 00:00:00,Suite 4,PO Box 63556,192.87,2.67
1844,1465,349,2024-04-06 00:00:00,10th Floor,PO Box 79248,1288.19,0.58
8019,5344,748,2024-04-06 00:00:00,1st Floor,10th Floor,1183.41,1.3
1428,4543,411,2024-04-06 00:00:00,Apt 1953,Room 415,2092.31,0.48
6409,2226,883,2024-04-06 00:00:00,Apt 495,17th Floor,2760.54,1.28
5520,4039,978,2024-04-06 00:00:00,Suite 56,Room 516,852.2,4.57
3236,7141,114,2024-04-06 00:00:00,Suite 13,12th Floor,2213.54,1.98
6222,6047,546,2024-04-06 00:00:00,Apt 1931,17th Floor,3172.2,0.24
2529,7588,760,2024-04-06 00:00:00,3rd Floor,Apt 265,1789.14,0.23
1344,5688,770,2024-04-06 00:00:00,Apt 1136,Suite 81,30.07,3.81
2762,2235,457,2024-04-06 00:00:00,Suite 72,Apt 927,3374.1,1.44
5059,7096,857,2024-04-06 00:00:00,Apt 743,3rd Floor,2885.34,3.33
6642,9091,492,2024-04-06 00:00:00,Room 109,Room 1982,913.63,3.9
4923,1940,910,2024-04-06 00:00:00,Room 1199,Room 830,2918.63,0.7
8583,1393,721,2024-04-06 00:00:00,Apt 1624,11th Floor,3558.7,4.12
1839,8532,582,2024-04-06 00:00:00,Room 1545,Apt 519,2380.74,0.11
8199,9207,289,2024-04-06 00:00:00,PO Box 25243,PO Box 27128,4424.73,3.91
3931,3658,815,2024-04-06 00:00:00,Suite 8,Suite 74,1837.0,4.92
3072,8056,922,2024-04-06 00:00:00,PO Box 91178,19th Floor,425.67,2.61
2225,4616,508,2024-04-06 00:00:00,PO Box 83513,13th Floor,4681.13,4.03
6543,1246,910,2024-04-06 00:00:00,Suite 66,Suite 70,3488.27,0.85
9169,7135,323,2024-04-06 00:00:00,Apt 1799,Suite 100,2392.16,3.49
3412,1515,998,2024-04-06 00:00:00,15th Floor,Apt 1754,4286.27,2.85
2748,8274,974,2024-04-06 00:00:00,Apt 1319,10th Floor,3638.55,2.16
4127,7432,983,2024-04-06 00:00:00,Apt 226,Room 1053,3578.62,4.62
5325,2786,345,2024-04-06 00:00:00,Room 493,Room 1989,1130.02,3.76
2367,5334,493,2024-04-06 00:00:00,PO Box 70892,8th Floor,4242.64,1.15
9479,3207,284,2024-04-06 00:00:00,Suite 37,PO Box 28612,2011.34,2.92
7680,2936,830,2024-04-06 00:00:00,PO Box 71600,Room 1767,83.34,3.99
9947,3329,902,2024-04-06 00:00:00,PO Box 69716,PO Box 24755,1004.52,4.21
2080,4149,114,2024-04-06 00:00:00,PO Box 44823,PO Box 5228,4176.9,0.07
2380,2994,973,2024-04-06 00:00:00,Room 1988,PO Box 81383,3324.51,1.68
9394,7445,296,2024-04-06 00:00:00,PO Box 50102,1st Floor,886.01,4.02
5337,7174,728,2024-04-06 00:00:00,19th Floor,15th Floor,2432.19,4.29
9940,4231,840,2024-04-06 00:00:00,PO Box 90570,3rd Floor,1781.34,2.82
2174,3312,849,2024-04-06 00:00:00,Room 1101,Room 1177,4995.07,2.01
5988,9456,979,2024-04-06 00:00:00,Room 1884,PO Box 60480,4173.42,2.02
7304,4917,344,2024-04-06 00:00:00,Apt 381,Room 1097,3091.11,4.87
2609,2800,828,2024-04-06 00:00:00,Suite 2,Apt 1265,4687.41,3.68
9309,5864,770,2024-04-06 00:00:00,Room 1678,Suite 22,4084.37,3.18
4498,2828,270,2024-04-06 00:00:00,Room 125,Suite 92,4474.41,3.04
7642,9725,364,2024-04-06 00:00:00,10th Floor,Room 1466,4410.97,2.73
2969,7788,377,2024-04-06 00:00:00,Room 1984,Room 1640,1206.98,4.44
8329,7521,371,2024-04-06 00:00:00,PO Box 67702,Apt 769,1839.2,2.74
9995,4269,254,2024-04-06 00:00:00,Apt 1055,6th Floor,713.67,3.44
7001,7292,418,2024-04-06 00:00:00,Suite 44,18th Floor,2455.4,3.66
2524,6002,267,2024-04-06 00:00:00,Room 936,PO Box 81189,60.94,1.96
3895,4116,384,2024-04-06 00:00:00,Suite 12,Room 973,4223.22,1.19
7686,3564,691,2024-04-06 00:00:00,Suite 11,Suite 99,1216.74,3.52
8158,5938,950,2024-04-06 00:00:00,PO Box 28055,PO Box 25276,2430.4,3.07
4372,9093,694,2024-04-06 00:00:00,12th Floor,PO Box 80134,3884.0,4.99
8492,6088,111,2024-04-06 00:00:00,1st Floor,16th Floor,1368.37,0.38
5004,1342,640,2024-04-06 00:00:00,Room 1786,PO Box 32441,2826.39,1.31
3615,9139,390,2024-04-06 00:00:00,PO Box 21433,Room 617,4413.72,0.79
5570,6956,104,2024-04-06 00:00:00,7th Floor,Apt 974,4811.01,4.02
